Node	Degree	R[0]	R[0] Rank	R[200]	Ranking	Network_Id
DHI1_HUMAN	1.00	0.90	2101	0.00013	1949	1
AQP3_HUMAN	1.00	0.90	2102	0.00013	1950	1
IRF6_HUMAN	1.00	0.90	2099	0.00013	1947	1
ADIPO_HUMAN	1.00	0.90	2100	0.00013	1948	1
CCR7_HUMAN	1.00	0.90	2105	0.00013	1953	1
EPO_HUMAN	2.00	1.81	842	0.00019	697	1
PAPP1_HUMAN	1.00	0.90	2103	0.00013	1951	1
FANCG_HUMAN	1.00	0.90	2104	0.00013	1952	1
LEP_HUMAN	2.00	1.81	840	0.00019	695	1
TN13B_HUMAN	1.00	0.90	2095	0.00013	1943	1
IL11_HUMAN	1.00	0.90	2093	0.00013	1941	1
TIMP1_HUMAN	1.00	0.90	2094	0.00013	1942	1
TRBM_HUMAN	1.00	0.90	2097	0.00013	1945	1
OCLN_HUMAN	1.00	0.90	2098	0.00013	1946	1
VGFR2_HUMAN	2.00	1.81	841	0.00019	696	1
1C07_HUMAN	1.00	0.90	2096	0.00013	1944	1
TNR3_HUMAN	1.00	0.90	2145	0.00013	1977	1
MADCA_HUMAN	1.00	0.90	2144	0.00013	1976	1
IRF7_HUMAN	1.00	0.90	2147	0.00013	1979	1
IFNB_HUMAN	1.00	0.90	2146	0.00013	1978	1
CSF3_HUMAN	1.00	0.90	2141	0.00013	1973	1
ITB2_HUMAN	1.00	0.90	2140	0.00013	1972	1
RENI_HUMAN	1.00	0.90	2143	0.00013	1975	1
CXA1_HUMAN	1.00	0.90	2142	0.00013	1974	1
CXL13_HUMAN	1.00	0.90	2137	0.00013	1969	1
C5AR1_HUMAN	1.00	0.90	2136	0.00013	1968	1
OLR1_HUMAN	1.00	0.90	2139	0.00013	1971	1
IKKE_HUMAN	1.00	0.90	2138	0.00013	1970	1
PPARG_HUMAN	3.00	2.71	482	0.00025	392	1
TLR9_HUMAN	1.00	0.90	2133	0.00013	1967	1
PI42B_HUMAN	1.00	0.90	2135	0.00012	2176	1
PSMD2_HUMAN	1.00	0.90	2134	0.00012	2175	1
MADD_HUMAN	1.00	0.90	2130	0.00012	2172	1
ERAP1_HUMAN	1.00	0.90	2131	0.00012	2173	1
TRAP1_HUMAN	2.00	1.81	847	0.00018	743	1
MYOC_HUMAN	1.00	0.90	2132	0.00012	2174	1
CLIP3_HUMAN	1.00	0.90	2127	0.00012	2169	1
FACD2_HUMAN	2.00	1.81	846	0.00018	742	1
TRPC4_HUMAN	1.00	0.90	2128	0.00012	2170	1
ASM_HUMAN	1.00	0.90	2129	0.00012	2171	1
BIG2_HUMAN	1.00	0.90	2123	0.00012	2165	1
TNFC_HUMAN	1.00	0.90	2124	0.00012	2166	1
UBP2_HUMAN	1.00	0.90	2125	0.00012	2167	1
CNTRL_HUMAN	1.00	0.90	2126	0.00012	2168	1
M4K5_HUMAN	1.00	0.90	2119	0.00012	2161	1
FAN_HUMAN	1.00	0.90	2120	0.00012	2162	1
TP4AP_HUMAN	1.00	0.90	2121	0.00012	2163	1
ERG_HUMAN	1.00	0.90	2122	0.00012	2164	1
PSD2_HUMAN	1.00	0.90	2179	0.00012	2189	1
XPOT_HUMAN	1.00	0.90	2178	0.00012	2188	1
M4K3_HUMAN	1.00	0.90	2177	0.00012	2187	1
NRK_HUMAN	1.00	0.90	2176	0.00012	2186	1
NSMA2_HUMAN	1.00	0.90	2175	0.00012	2185	1
KHDR1_HUMAN	1.00	0.90	2174	0.00012	2184	1
TRPC5_HUMAN	1.00	0.90	2173	0.00012	2183	1
TNF13_HUMAN	1.00	0.90	2172	0.00012	2182	1
RIPK3_HUMAN	1.00	0.90	2171	0.00012	2181	1
PRDX3_HUMAN	1.00	0.90	2170	0.00012	2180	1
HRG_HUMAN	1.00	0.90	2169	0.00012	2179	1
SHIP1_HUMAN	1.00	0.90	2168	0.00012	2178	1
RL40_HUMAN	1.00	0.90	2167	0.00012	2177	1
ASB3_HUMAN	1.00	0.90	2166	0.00012	2140	1
TRI37_HUMAN	1.00	0.90	2165	0.00012	2139	1
TYDP2_HUMAN	1.00	0.90	2164	0.00012	2138	1
ZEP3_HUMAN	1.00	0.90	2162	0.00012	2136	1
SMUF2_HUMAN	1.00	0.90	2163	0.00012	2137	1
CD14_HUMAN	1.00	0.90	2160	0.00012	2134	1
TRAIP_HUMAN	1.00	0.90	2161	0.00012	2135	1
SAM50_HUMAN	1.00	0.90	2158	0.00016	1012	1
MTX1_HUMAN	1.00	0.90	2159	0.00016	1013	1
SC24C_HUMAN	1.00	0.90	2156	0.00016	1010	1
TIM50_HUMAN	1.00	0.90	2157	0.00016	1011	1
MTX2_HUMAN	1.00	0.90	2154	0.00016	1008	1
TIM9_HUMAN	1.00	0.90	2155	0.00016	1009	1
TOM5_HUMAN	1.00	0.90	2152	0.00016	1006	1
TIM16_HUMAN	1.00	0.90	2153	0.00016	1007	1
TOM70_HUMAN	1.00	0.90	2150	0.00016	1004	1
TOM7_HUMAN	1.00	0.90	2151	0.00016	1005	1
TI17B_HUMAN	1.00	0.90	2148	0.00016	1002	1
GRPE1_HUMAN	1.00	0.90	2149	0.00016	1003	1
PINK1_HUMAN	1.00	0.90	2307	0.00016	1016	1
TIM14_HUMAN	1.00	0.90	2308	0.00016	1017	1
TIM21_HUMAN	1.00	0.90	2305	0.00016	1014	1
ALR_HUMAN	1.00	0.90	2306	0.00016	1015	1
GRPE2_HUMAN	1.00	0.90	2311	0.00016	1018	1
TOM6_HUMAN	1.00	0.90	2312	0.00016	1019	1
VGFR1_HUMAN	1.00	0.90	2309	0.00013	1876	1
CTGF_HUMAN	1.00	0.90	2310	0.00013	1877	1
NRP1_HUMAN	1.00	0.90	2315	0.00013	1880	1
EPAS1_HUMAN	1.00	0.90	2316	0.00013	1881	1
LYVE1_HUMAN	1.00	0.90	2313	0.00013	1878	1
NRP2_HUMAN	1.00	0.90	2314	0.00013	1879	1
PLGF_HUMAN	1.00	0.90	2319	0.00013	1884	1
ITAV_HUMAN	1.00	0.90	2320	0.00013	1885	1
TENX_HUMAN	1.00	0.90	2317	0.00013	1882	1
HGS_HUMAN	1.00	0.90	2318	0.00013	1883	1
SHPS1_HUMAN	1.00	0.90	2324	0.00013	1889	1
SPRC_HUMAN	1.00	0.90	2323	0.00013	1888	1
INSR2_HUMAN	1.00	0.90	2322	0.00013	1887	1
HDAC7_HUMAN	1.00	0.90	2321	0.00013	1886	1
SHC2_HUMAN	1.00	0.90	2328	0.00013	1893	1
ATS1_HUMAN	1.00	0.90	2327	0.00013	1892	1
DLL4_HUMAN	1.00	0.90	2326	0.00013	1891	1
IBP7_HUMAN	1.00	0.90	2325	0.00013	1890	1
VTNC_HUMAN	1.00	0.90	2332	0.00013	1897	1
ETV4_HUMAN	1.00	0.90	2331	0.00013	1896	1
PGFRA_HUMAN	1.00	0.90	2330	0.00013	1895	1
BASI_HUMAN	1.00	0.90	2329	0.00013	1894	1
BGH3_HUMAN	1.00	0.90	2336	0.00013	1901	1
TMG4_HUMAN	1.00	0.90	2335	0.00013	1900	1
VIP_HUMAN	1.00	0.90	2334	0.00013	1899	1
SEM3F_HUMAN	1.00	0.90	2333	0.00013	1898	1
ARNT_HUMAN	1.00	0.90	2337	0.00013	1902	1
ENPP2_HUMAN	1.00	0.90	2338	0.00013	1903	1
HBA_HUMAN	1.00	0.90	2339	0.00013	1904	1
MAZ_HUMAN	1.00	0.90	2340	0.00013	1905	1
MMP3_HUMAN	1.00	0.90	2341	0.00013	1906	1
RUNX3_HUMAN	1.00	0.90	2342	0.00013	1907	1
FGF7_HUMAN	1.00	0.90	2343	0.00013	1908	1
CD2AP_HUMAN	1.00	0.90	2344	0.00013	1909	1
YBOX3_HUMAN	1.00	0.90	2345	0.00013	1910	1
ACE_HUMAN	1.00	0.90	2346	0.00013	1911	1
DLX4_HUMAN	1.00	0.90	2347	0.00013	1912	1
NPHN_HUMAN	1.00	0.90	2348	0.00013	1913	1
ITA1_HUMAN	1.00	0.90	2349	0.00013	1914	1
CRP_HUMAN	1.00	0.90	2350	0.00013	1915	1
TENA_HUMAN	1.00	0.90	2351	0.00013	1916	1
ITA9_HUMAN	1.00	0.90	2352	0.00013	1917	1
PTN_HUMAN	1.00	0.90	2354	0.00013	1919	1
ADML_HUMAN	1.00	0.90	2353	0.00013	1918	1
LYAM3_HUMAN	1.00	0.90	2356	0.00013	1921	1
TXK_HUMAN	1.00	0.90	2355	0.00013	1920	1
VEGFB_HUMAN	1.00	0.90	2358	0.00013	1923	1
VGFR3_HUMAN	1.00	0.90	2357	0.00013	1922	1
TYRO3_HUMAN	1.00	0.90	2359	0.00013	1924	1
